date,base_nav,ukf_timed_nav,rv_21d_timed_nav
2019-10-14,1.0384653721488557,1.094829295460959,1.0592812663664815
2019-10-15,1.039027628613647,1.0957599165243286,1.0601271791423816
2019-10-16,1.0394773136461775,1.0965051360742128,1.0608056130591945
2019-10-17,1.0397765283862244,1.0969997842236714,1.0612545570072862
2019-10-18,1.039941087137217,1.0972807816385293,1.0615120489566847
2019-10-21,1.0397674503714733,1.0970334574357308,1.061296432946683
2019-10-22,1.040202015232711,1.0975645146841995,1.0618205443368751
2019-10-23,1.0398883129282877,1.0971382629990905,1.0614346312686522
2019-10-24,1.0402935857501394,1.0976444344109895,1.0619253399720223
2019-10-25,1.0393757042236773,1.096409762476272,1.0608242906077434
2019-10-28,1.0389371885267071,1.0960663535015969,1.060394413819554
2019-10-29,1.0392160066889466,1.0964856423774783,1.0607220862191349
2019-10-30,1.0387132127304233,1.0962535732600782,1.0602729249847413
2019-10-31,1.043271340946683,1.0982433020927802,1.0643139762637057
2019-11-01,1.0413830417587235,1.0970027114851917,1.0623665277700582
2019-11-04,1.0410021183546987,1.0967777009882695,1.0619704590577472
2019-11-05,1.0415445411481739,1.0971074700818202,1.0624849782260763
2019-11-06,1.041972558193488,1.097371665983329,1.0628699422081356
2019-11-07,1.0405862516277034,1.096558796167968,1.0613967146614087
2019-11-08,1.0402128439414662,1.096385993033547,1.0608827240588594
2019-11-11,1.0402837000659806,1.0964614532849684,1.0608896643132302
2019-11-12,1.0404012240344853,1.096583132440819,1.0609064336736167
2019-11-13,1.0404345175250247,1.0966158539489934,1.0609138260543256
2019-11-14,1.0405991161749146,1.0967866719591672,1.0609367086137502
2019-11-15,1.0408565012158355,1.0970884392628755,1.0610584655847306
2019-11-18,1.04097778302204,1.097237518643311,1.0611316531184656
2019-11-19,1.0410563043262668,1.0973364156558634,1.0611826727645317
2019-11-20,1.0410300960305807,1.0973039625889207,1.0611664937677923
2019-11-21,1.0411152618933999,1.0974095998220266,1.0612193415060365
2019-11-22,1.041414803656687,1.0977900917705887,1.061496111341372
2019-11-25,1.041605987673465,1.098035230424346,1.0616918808917966
2019-11-26,1.0416886457665278,1.0981246011889425,1.0617840135275314
2019-11-27,1.04174152972168,1.0981829156747345,1.061842447040082
2019-11-28,1.04174152972168,1.0981829156747345,1.061842447040082
2019-11-29,1.04178782112453,1.0982327771035003,1.06189412987848
2019-12-02,1.0418234723065274,1.098250718267348,1.0619299573293481
2019-12-03,1.0413794530398321,1.0980272692266988,1.0614837427139914
2019-12-04,1.0418915336539771,1.0982849695801482,1.0619983551900962
2019-12-05,1.0420535844812382,1.0983665203249107,1.0621612072394966
2019-12-06,1.0419066558923995,1.0983221989365999,1.0618322055007137
2019-12-09,1.0423177860603046,1.0984657729712324,1.06263307513458
2019-12-10,1.0424782828214254,1.0985430778338245,1.0628771220524387
2019-12-11,1.042581039551638,1.0985924103263243,1.0630338916386233
2019-12-12,1.042785311199087,1.098668951328953,1.0634150078303843
2019-12-13,1.0430658268022155,1.0989112657382059,1.0637948576300744
2019-12-16,1.0429214498933785,1.0987611456906692,1.0636216065489876
2019-12-17,1.0432469993602553,1.0991390080708843,1.063965030706749
2019-12-18,1.0433781917655334,1.0992835232879383,1.0641127361608886
2019-12-19,1.0435122916889479,1.0994380080835426,1.0642555954697521
2019-12-20,1.0436950595845709,1.0996538259697974,1.0643911178895529
2019-12-23,1.0437572153363022,1.0997285987498504,1.0644157716856792
2019-12-24,1.0437976165749276,1.0997772010568847,1.0644317966531613
2019-12-25,1.0437976165749276,1.0997772010568847,1.0644317966531613
2019-12-26,1.0436453349831858,1.099594007745755,1.064371394852652
2019-12-27,1.0438659879018322,1.0998594511149429,1.0644589158289004
2019-12-30,1.0438659879018322,1.0998594511149429,1.0644589158289004
2019-12-31,1.0440280446308667,1.1001439170161513,1.0646394483288828
2020-01-01,1.0440280446308667,1.1001439170161513,1.0646394483288828
2020-01-02,1.043895998407209,1.099912129985537,1.0644923477733417
2020-01-03,1.0441660929556,1.1003862398208846,1.0647932352733123
2020-01-06,1.0441660929556,1.1003862398208846,1.0647932352733123
2020-01-07,1.0442918579197136,1.100615434463727,1.0650497279548075
2020-01-08,1.0443386541854303,1.100700716191296,1.065145167092108
2020-01-09,1.0440783499573816,1.100226336581692,1.064614286890874
2020-01-10,1.0444012182936406,1.1008228503247133,1.0652886779634427
2020-01-13,1.0433966168053772,1.0991273436338431,1.063505063562127
2020-01-14,1.0450968514949979,1.1017551606058436,1.0665052488406535
2020-01-15,1.0458042869951787,1.1028475058174334,1.0677534896809342
2020-01-16,1.0459649625822653,1.103050936268462,1.0680335791169047
2020-01-17,1.0458009004176516,1.1027029195418678,1.0677226006598448
2020-01-20,1.0458009004176516,1.1027029195418678,1.0677226006598448
2020-01-21,1.0461615678704148,1.1031194317846322,1.0682746862452734
2020-01-22,1.0465629944418484,1.1035826547572007,1.0688577408945745
2020-01-23,1.0466376268614668,1.10366876564828,1.068965215332338
2020-01-24,1.046185438544982,1.1033970049668977,1.0684476218092311
2020-01-27,1.0455872242395687,1.1029981833706266,1.0677405155834303
2020-01-28,1.0468499088385357,1.1038170359293025,1.069233696296302
2020-01-29,1.0497136427525116,1.1057903032489038,1.072616892559819
2020-01-30,1.0500619721802922,1.1060324400762938,1.0730283464864845
2020-01-31,1.0477397853362254,1.1040284172821446,1.0722429929602575
2020-02-03,1.048858697491363,1.1049869243634522,1.072655768252783
2020-02-04,1.0507453335968164,1.1065505708059256,1.073302714143953
2020-02-05,1.050820551313618,1.106637356594956,1.0733513343106207
2020-02-06,1.0508894609555217,1.106747795101922,1.073424760684772
2020-02-07,1.051625846450553,1.1071141027032054,1.0734317688687434
2020-02-10,1.0519418273151178,1.107185747430219,1.0734514714552335
2020-02-11,1.0522202582623883,1.10725975933126,1.0734902620966207
2020-02-12,1.052227832015215,1.1072503639213132,1.0734688489705948
2020-02-13,1.0524682394970408,1.1073178380994846,1.073509372215302
2020-02-14,1.052734527596402,1.1074576370074962,1.0736073905416779
2020-02-17,1.052734527596402,1.1074576370074962,1.0736073905416779
2020-02-18,1.05272916787626,1.1074544579782877,1.073605087565743
2020-02-19,1.0531565706617354,1.1077288963104093,1.0737985947619906
2020-02-20,1.0531888441326627,1.1077498856777233,1.0738133320831373
2020-02-21,1.0524530137083656,1.107076731171553,1.07340901932615
2020-02-24,1.047860891233492,1.1030783665033117,1.0709576014071962
2020-02-25,1.0405496267414267,1.0967767954607073,1.0667091201648586
2020-02-26,1.0455531640659217,1.1010787580229022,1.0696734183676697
2020-02-27,1.0256073207164156,1.083928184407183,1.0578644869819191
2020-02-28,1.0263687387974647,1.084495937498482,1.058274635335883
2020-03-02,1.0314436801763072,1.0931138315902276,1.0632783063402322
2020-03-03,1.0352836084223054,1.101140518476023,1.0695068668364585
2020-03-04,1.0307961859647536,1.0914398500344127,1.0617082076543316
2020-03-05,1.0370531226500923,1.1042799349089085,1.071469766216779
2020-03-06,1.0415091524778195,1.1134192903588689,1.0783186169517733
2020-03-09,1.0333165067082128,1.1004446524571558,1.0758954676813144
2020-03-10,1.046722205294259,1.1229539397470698,1.0815842730854388
2020-03-11,1.0427935551902283,1.1164648451246544,1.0800619468527972
2020-03-12,1.0168609715821275,1.0727584584655627,1.0688369857506865
2020-03-13,1.056862782641217,1.1436086179929024,1.0898322239025429
2020-03-16,1.0477800172538108,1.1247035208234901,1.0821296291967688
2020-03-17,1.0597181151470407,1.1440043302525114,1.0884321194700783
2020-03-18,1.059933285865843,1.1445149175827816,1.08865780465427
2020-03-19,1.0558763994418414,1.1379325065110415,1.0864998758590243
2020-03-20,1.0359843160547864,1.1050419017075104,1.0757563710373237
2020-03-23,1.036778749983143,1.1061702881274238,1.0758758377462818
2020-03-24,1.0397186628182868,1.1109512048842272,1.0763296996802754
2020-03-25,1.0415133578962499,1.1133488581821187,1.0765966421668007
2020-03-26,1.0377280195019736,1.1089828017945622,1.0760470391284036
2020-03-27,1.0514426812010433,1.1234086899023505,1.07776125646326
2020-03-30,1.0540152988601428,1.1243081841529234,1.0778975857944746
2020-03-31,1.0568290886711238,1.124880701755483,1.0782102274412373
2020-04-01,1.0593314132499294,1.1252027429069227,1.0785626537302513
2020-04-02,1.0614467631260454,1.1258776720633883,1.0787004700022043
2020-04-03,1.063711416550639,1.1264017727792588,1.0793885449101435
2020-04-06,1.0592534719616995,1.1255755821489557,1.0774919287224163
2020-04-07,1.0609064587986154,1.125881930110315,1.078195185914256
2020-04-08,1.0578308793078048,1.1253119331291133,1.076886691891386
2020-04-09,1.0563168603908064,1.1250313400848595,1.0762425580917805
2020-04-10,1.0563168603908064,1.1250313400848595,1.0762425580917805
2020-04-13,1.0567355762913246,1.125192791663876,1.0764373319922949
2020-04-14,1.052378937040695,1.1235129264250614,1.0744107559321807
2020-04-15,1.0541368791944579,1.124190766784583,1.0752284971494197
2020-04-16,1.0534988359174777,1.1239447453308435,1.0749316988248263
2020-04-17,1.057280221959367,1.125406614546816,1.077029999779412
2020-04-20,1.0572740553633855,1.1254042045962651,1.0770242678472168
2020-04-21,1.0543354190182714,1.124147180330189,1.0736951481753376
2020-04-22,1.0588880251475592,1.1260862381017724,1.0788067195565052
2020-04-23,1.059670312048445,1.1264172415564653,1.0796730006583803
2020-04-24,1.0617465652963847,1.1275139383005797,1.082917174964739
2020-04-27,1.0620934280293106,1.127721541707346,1.0835658705827256
2020-04-28,1.0627356406414294,1.12807518658414,1.0847748839041182
2020-04-29,1.0621326063016445,1.127846694219274,1.0836127959383033
2020-04-30,1.0583373403950895,1.1252590751493783,1.0765968450895185
2020-05-01,1.070835080536257,1.1356791241951532,1.0988984563554807
2020-05-04,1.0712598349889515,1.1362034588757655,1.0995843665939975
2020-05-05,1.0710168940334328,1.1359000358419256,1.0991942768715288
2020-05-06,1.0703784629502808,1.135082835773049,1.0981816357071172
2020-05-07,1.0696568199455825,1.1341646786974637,1.0970335101947997
2020-05-08,1.0619991246140201,1.1241297390786913,1.0850334177356482
2020-05-11,1.0610372293893617,1.1227353494510655,1.083609108377518
2020-05-12,1.0621088178121316,1.1242956171178358,1.0851932906658084
2020-05-13,1.0628592651815882,1.1253849421040758,1.0863039607319673
2020-05-14,1.063819981383193,1.1268063256626597,1.087715846690786
2020-05-15,1.064502057811458,1.1278726827711165,1.0887588126567533
2020-05-18,1.0647408438558763,1.1282605644707167,1.0891325228058988
2020-05-19,1.06508607669118,1.1288213572894157,1.0896728266359887
2020-05-20,1.0647552285573472,1.1282839308381625,1.089155035465486
2020-05-21,1.065376647660894,1.1292933579118207,1.090127582359648
2020-05-22,1.0661269386976626,1.1304270666681493,1.0913365926512688
2020-05-25,1.0661269386976626,1.1304270666681493,1.0913365926512688
2020-05-26,1.0662937963986105,1.1306706710564418,1.0916089491694334
2020-05-27,1.0664523112145112,1.1309020952253197,1.0918676878616898
2020-05-28,1.0665023685247956,1.1309751765418075,1.091949394817139
2020-05-29,1.0669908635884036,1.1319615353859467,1.0927214866665091
2020-06-01,1.067309300326192,1.1326368597313012,1.0932218014060116
2020-06-02,1.067448965562064,1.1329330546196146,1.093441237695267
2020-06-03,1.0675076249611304,1.1330574564727063,1.093533400936754
2020-06-04,1.0675634910554792,1.1331759344280317,1.0936211754524563
2020-06-05,1.0677008083723396,1.133424768303602,1.093836596797199
2020-06-08,1.067878650868345,1.133734737126012,1.0941154988172965
2020-06-09,1.0646622368045084,1.128228467519425,1.0891681746479964
2020-06-10,1.0589041242975656,1.118426880286143,1.0803655903299942
2020-06-11,1.0675683135755394,1.1332015502434447,1.093636298040539
2020-06-12,1.0699923213090194,1.1370726521525367,1.0972130440920664
2020-06-15,1.071322495333293,1.1390764738220631,1.0991106718189483
2020-06-16,1.071615405142275,1.139504248648949,1.0995350239369939
2020-06-17,1.0723333644727262,1.1405967385760094,1.100554003794809
2020-06-18,1.0723333644727262,1.1405967385760094,1.100554003794809
2020-06-19,1.0737421345902933,1.1427449270023418,1.1025512567462517
2020-06-22,1.0741967814742597,1.143414572106692,1.1030343069875657
2020-06-23,1.0724068705030827,1.1408366604904918,1.1013286864463145
2020-06-24,1.0749715106196678,1.1445336623030502,1.1037835943235694
2020-06-25,1.0751367909583396,1.1447755306503704,1.1039539258795874
2020-06-26,1.076384161909142,1.14659729924759,1.105050241429034
2020-06-29,1.0776326127596092,1.1485948937643624,1.1057221026724318
2020-06-30,1.0778196916184701,1.1488940987506666,1.1058161588075424
