date,ticker,spot,log_return,atm_implied_vol,estimated_variance,estimated_realized_vol,predicted_return,innovation,window_log_likelihood,spread,smoothed_spread,spread_zscore,allocation
2020-04-28,SPY,285.69,-0.004923280252953965,0.280795,0.2890549938483924,0.5376383485656435,0.003004688190410512,-0.007927968443364478,59.168729882671116,-0.2568433485656435,-0.28726047516588604,0.8011616923410809,1.3204646769364323
2020-04-29,SPY,293.15,0.025777116536159106,0.25766999999999995,0.28827597876161687,0.5369133810603129,0.002992657518199854,0.022784459017959252,59.62816096861103,-0.279243381060313,-0.2845881104640284,0.8102790620797766,1.3241116248319107
2020-04-30,SPY,290.26,-0.009907350368006718,0.282995,0.2877227820860571,0.5363979698750333,0.0030096572430056284,-0.012917007611012346,60.413604227606065,-0.2534029698750333,-0.27419306360103,0.8230295449835178,1.3292118179934072
2020-05-01,SPY,282.83,-0.02593106260932565,0.307345,0.29411057836337295,0.542319627492287,0.0030036048951716937,-0.028934667504497344,60.28276142139135,-0.23497462749228704,-0.26112025156478236,0.8338606016400916,1.3335442406560367
2020-05-04,SPY,283.59,0.0026835226725117067,0.30056499999999997,0.2906860932123511,0.5391531259413703,0.0029979441749160007,-0.000314421502404294,61.10275200644887,-0.23858812594137035,-0.253609543023645,0.8278877235972296,1.331155089438892
2020-05-05,SPY,286.15,0.008986615749708271,0.282225,0.2874845985755371,0.5361759026434675,0.003001749255555991,0.00598486649415228,61.53606462891451,-0.2539509026434675,-0.2537233295635859,0.8026437261183124,1.321057490447325
2020-05-06,SPY,284.37,-0.006239941722051334,0.29530999999999996,0.2955436621007713,0.543639275715774,0.0029918885313432175,-0.009231830253394552,62.6419305329037,-0.248329275715774,-0.2519253116143153,0.7811791904749478,1.312471676189979
2020-05-07,SPY,287.7,0.011642063424442739,0.270215,0.2949695693057163,0.5431110101127726,0.0029851574418827548,0.008656905982559984,62.75314337401123,-0.27289601011277265,-0.25891554444713444,0.7467799341591719,1.2987119736636688
2020-05-08,SPY,292.51,0.016580583564199003,0.22606500000000002,0.29585709930950055,0.5439274761487055,0.0029811395612224373,0.013599444002976566,63.1602819609914,-0.3178624761487055,-0.2785645216809915,0.6941476039464299,1.277659041578572
2020-05-11,SPY,292.62,0.00037598482831491253,0.22988,0.29445839348455227,0.5426402062919337,0.002991196334276691,-0.0026152115059617786,63.52229540735333,-0.3127602062919337,-0.28996308321797226,0.6030857869882351,1.241234314795294
2020-05-12,SPY,286.55,-0.020961797952270267,0.26595,0.09274621110610155,0.3045426260905057,0.0024121684459077752,-0.023373966398178042,73.57562288889898,-0.03859262609050568,-0.20617293084215008,0.7073997014374435,1.2829598805749773
2020-05-13,SPY,281.48,-0.017851643899398084,0.308285,0.10240368636889025,0.3200057598995528,0.0023874956431541305,-0.020239139542552215,73.50660090773208,-0.011720759899552846,-0.14135554052795102,0.7729629239388222,1.309185169575529
2020-05-14,SPY,285.04,0.012568124199232145,0.28203,0.08418908948344347,0.2901535619003211,0.002382810818043035,0.01018531338118911,74.86641899289862,-0.008123561900321097,-0.09694488098540772,0.9710768987525321,1.3884307595010128
2020-05-15,SPY,286.29,0.004375761799692235,0.26366,0.08776950925771583,0.2962591926974011,0.0023867537332385724,0.0019890080664536625,75.97040440953458,-0.03259919269740108,-0.07549631822273886,1.1783417658092448,1.471336706323698
2020-05-18,SPY,294.94,0.029766662725521975,0.23789,0.06517608313240754,0.255296069559262,0.0023980141230639795,0.027368648602457996,75.28371309322786,-0.017406069559261994,-0.056132902001579915,1.4368939584346174,1.574757583373847
2020-05-19,SPY,292.21,-0.009299223956954705,0.254555,0.08813241241897626,0.2968710366791888,0.0024052265162392145,-0.01170445047319392,77.92807383305644,-0.04231603667918882,-0.051527280227449554,1.6229110759217658,1.6491644303687063
2020-05-20,SPY,296.99,0.01622574633634155,0.239715,0.0786787713563263,0.2804973642591429,0.002388943940081281,0.01383680239626027,77.91368179981798,-0.04078236425914289,-0.04794564157134734,1.6547459231058217,1.6618983692423286
2020-05-21,SPY,294.84,-0.007265631881093526,0.251915,0.09253011582495496,0.30418763259697945,0.002393248412026358,-0.009658880293119884,78.11185780369722,-0.05227263259697945,-0.049387971913224714,1.5398189633692518,1.6159275853477006
2020-05-22,SPY,295.48,0.002168316339449028,0.23925000000000002,0.09555692855229556,0.3091228373192372,0.0023737384881797885,-0.0002054221487307606,78.13131783767747,-0.06987283731923716,-0.05621626038189553,1.3454145839518208,1.5381658335807282
2020-05-26,SPY,299.2,0.012511093439785625,0.233665,0.08595474583318952,0.2931803981053125,0.002379119907829963,0.010131973531955663,78.51512000233726,-0.05951539810531248,-0.05731597295636785,1.2126019566227753,1.48504078264911
2020-05-27,SPY,303.55,0.014434095476120845,0.221975,0.08398437540803771,0.28980057868823816,0.002380455264731185,0.01205364021138966,78.39339973797948,-0.06782557868823816,-0.06081917486699129,1.0731614761566919,1.4292645904626768
2020-05-28,SPY,303.02,-0.0017475316447539413,0.23667,0.08170184538603903,0.2858353466351547,0.002407900126151691,-0.004155431770905632,79.61680265540379,-0.049165346635154705,-0.056934565456379094,1.0114048565916516,1.4045619426366607
2020-05-29,SPY,304.04,0.0033604617661504577,0.22268,0.08188337922039063,0.2861527200995836,0.0024003079894509144,0.0009601537766995433,79.77751423847188,-0.0634727200995836,-0.05911395033744726,0.9016576846928748,1.36066307387715
